,"39.300,00",Foco Black,Actualizando,Detenido,Evento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETENIDO,Norte Verde,Atelier Prat,Santiago,Arturo Prat 1760,Inmediata,San Fernando,A+,"4,00%","2,00%",Pago 4% a la escritura,SI,"20,00%","0,00%","0,00%","21,00%",0,0,"0,00%",0,"0,00%",0,"0,00%",UF3.109,$0,$0,$0,$100.000,GiftCard $500.000 por unidad para el asesor,NO,"Descuento sin promociones 21%

Bono Pie 20%
Descuento 21%

Con arriendo garantizado 20%dcto

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [435 - 490],"UF [78 - 117,5]",SI,SI
OK,Norte Verde,Borde Vivo,Santiago,"San Isidro 513, Santiago",Inmediata,,A+,"4,00%","2,00%",Pago 4% a la escritura,SI,"20,00%","15,00%","0,00%","20,00%",0,0,"0,00%",0,"0,00%",36,"0,00%",UF2.644,$0,$0,$0,"$100,000",GiftCard $500.000 por unidad para el asesor. vigente para reservas a partir de hoy 01 de octubre y el 12 de octubre,NO,"20% dcto sin promociones

% de pie, dependerá de la aprobacion bancaria y el bono pie 48 despues de entrega con CD

Con arriendo garantizado 1 año 19% dcto

Arriendo garantizado XL 2 años SOLO para 1D1B (Cuesta un 6,6%dcto reducir el bp en el mismo %)

Valor de los arriendos en el Drive

Gasto común: $1.700 m2","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",[525 - 705] Precio lista,[118-150] Precio lista,si,SI
DETENIDO,Norte Verde,Corrientes,Providencia,Av. Francisco Bilbao,Inmediata,,A+,"4,00%","2,00%",Pago 4% a la escritura,SI,"10,00%","10,00%","0,00%","12,00%",0,0,"0,00%",0,"0,00%",36,"10,00%",UF0,$0,$0,$0,$100.000,GiftCard $500.000 por unidad para el asesor,NO,"12% dcto sin promociones

Arriendo garantizado 1 año
(Si va con arriendo garantizado el dcto es de 12%)

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,,SI
DETENIDO,Norte Verde,Corte suprema,Santiago,Corte suprema 196,Inmediata,Befco,A+,"4,00%","2,00%",Pago 4% a la escritura,SI,"15,00%","10,00%","0,00%","12,00%",0,0,"0,00%",0,"0,00%",36,"10,00%",UF3.457,$0,$0,$377.401,$100.000,GiftCard $500.000 por unidad para el asesor,NO,"Descuento sin promociones 12%

% de pie en 36 cuotas despues de entrega con TC sin interes con GETNET. (convenio Getnet no acepta TC de banco chile)

Con arriendo garantizado 12%dcto

","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [450 - 600],Sin Stock,Si,SI
OK,Norte Verde,DUAL LTO,Providencia,Luis Thayer Ojeda 390,1S2027,,A+,"3,00%","1,50%",N/A,SI,"5,00%","20,00%","0,00%","14,00%",17,17,"5,85%",0,"0,00%",36,"9,15%",UF6.632,$896.843,$0,$662.412,$100.000,Por cada 1 millón de UpFront el asesor gana $100.000 en toda entrega futura (Tope de $2.000.000 al asesor por dpto),NO,"14% dcto sin promociones

15% cuotas antes de entrega y 36 despues de entrega con TC sin interes con GETNET.
(convenio Getnet no acepta TC de banco chile)

Si va con Arriendo garantizado el descuento es de 12%
(Reducir bono pie en el mismo %)

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",[570 - 670] Precio lista,Sin Stock,si,SI
OK,Norte Verde,Ecuador,Estación Central,Coronel Godoy 0157,Inmediata,Befco,A+,"4,00%","2,00%",Pago 4% a la escritura,SI,"20,00%","0,00%","0,00%","20,00%",0,0,"0,00%",0,"0,00%",36,"15,00%",UF3.000,$0,$0,$491.252,$100.000,GiftCard $500.000 por unidad para el asesor,NO,"Hasta 20% dcto sin promociones

Si va con arriendo garantizado el descuento es de 19%
(Reducir bono pie en el mismo %)

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [515 - 590],Sin stock,Si,SI
DETENIDO,Norte Verde,Irarrazaval,Ñuñoa,Av. irarrazaval 1970,inmediata,Befco,A+,"4,00%","2,00%",Pago 4% a la escritura,SI,"5,00%","15,00%","0,00%","16,00%",0,0,"0,00%",0,"0,00%",36,"15,00%",UF3.121,$0,$0,$511.072,$100.000,GiftCard $500.000 por unidad para el asesor,NO,"16% descuento sin promociones

15% en 36 cuotas con TC sin interés con GETNET (convnio getnet no acepta banco de chile)

Si va con arriendo garantizado el descuento es de 15%
(Reducir bono pie en el mismo %)","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 475 Pocas unidades,No queda stock,SI,SI
OK,Norte Verde,Lira,Santiago,"Lira 622, Santiago",1S2027,,A+,"3,00%","1,50%",N/A,SI,"5,00%","15,00%","0,00%","14,00%",23,19,"1,90%",0,"0,00%",36,"3,10%",UF3.222,$126.633,$0,$109.045,"$100,000",Por cada 1 millón de UpFront el asesor gana $100.000 en toda entrega futura (Tope de $2.000.000 al asesor por dpto),NO,"Hasta 14% dcto

15% en cuotas antes de entrega y 36 despues de entrega con TC sin interes con GETNET. (convenio Getnet no acepta TC de banco chile)

Si va con arriendo garantizado el dcto es de 12%
(Reducir bono pie en el mismo %)


Arriendo XL 2 años para 1D1B
(Se debe disminuir el descuento en 2%)
$500.000

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",480 Precio lista,"[90 - 100] Precio lista, pocas unidades",si,SI
OK,Norte Verde,Origen,Santiago,Atacama 3008,2S2027,,A+,"3,00%","1,50%",N/A,SI,"10,00%","10,00%","0,00%","14,00%",60,24,"4,20%",36,"5,80%",36,"0,00%",UF2.579,$177.361,$163.285,$0,$100.000,Por cada 1 millón de UpFront el asesor gana $100.000 en toda entrega futura (Tope de $2.000.000 al asesor por dpto),NO,"Descuento de 14% sin promociones

15% en cuotas antes de entrega y 36 cuotas después de entrega con TC


Si va con arriendo garantizado el descuento es de 12% (disminuir el descuento en un 2%)
(Reducir bono pie en el mismo %)

Arriendo garantizado XL 2 años SOLO para 1D1B (Cuesta un 6,6%dcto)
(Reducir bono pie en el mismo %)
$500.000

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 430-500,No queda stock,,SI
OK,Norte Verde,Parque panamá,Santiago,Martinez de Rozas 2262,1S2026,Befco,A+,"3,00%","1,50%",N/A,SI,"10,00%","10,00%","0,00%","17,00%",4,4,"1,10%",0,"0,00%",36,"8,90%",UF2.792,$301.769,$0,$271.287,$100.000,Por cada 1 millón de UpFront el asesor gana $100.000 en toda entrega futura (Tope de $2.000.000 al asesor por dpto),NO,"17% de dcto sin promociones.

10% cuotas antes de entrega y 48 despues de entrega con TC sin interes con GETNET. (convenio Getnet no acepta TC de banco chile)

Si va con arriendo garantizado el dcto es de 15% 

Arriendo garantizado XL 2 años SOLO para 1D1B (Cuesta un 6,6%dcto)
(Reducir bono pie en el mismo %)
$500.000

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [450 - 480],"UF [148,50 - 322,50]",SI,SI
OK,Norte Verde,Parque Quinta,Santiago,Santo Domingo 3902,inmediata,,A+,"4,00%","2,00%",Pago 4% a la escritura,SI,"20,00%","10,00%","0,00%","20,00%",48,0,"0,00%",48,"10,00%",36,"0,00%",UF2.706,$0,$221.545,$0,$100.000,GiftCard $500.000 por unidad para el asesor,NO,"Bono pie 20%
22% dcto


Si va con arriendo garantizado el dcto es de 19%
(Reducir bono pie en el mismo %)

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",540 Precio lista,"[131 - 200] Precio lista, pocas unidades",si,SI
OK,Norte Verde,Quinta Vista,Santiago,Av. Santo Domingo 3816,Inmediata,San Fernando,A+,"4,00%","2,00%",Pago 4% a la escritura,SI,"15,00%","5,00%","0,00%","21,00%",0,0,"0,00%",0,"0,00%",36,"5,00%",UF2.588,$0,$0,$141.275,$100.000,GiftCard $500.000 por unidad para el asesor,NO,"Descuento 21% sin promociones

15% bono pie
21% descuento

5% en 36 cuotas con TC sin interés con GETNET (convnio getnet no acepta banco de chile)

Si va con arriendo garantizado el descuento es de 20%
(Reducir bono pie en el mismo %)

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [450 - 540],"UF [117,30 - 185,15]",SI,SI
OK,Norte Verde,San francisco,Santiago,San Francisco 1204,1S2027,-,A+,"3,00%","1,50%",N/A,SI,"5,00%","15,00%","0,00%","13,00%",14,14,"15,00%",0,"0,00%",36,"9,82%",UF3.053,$1.285.375,$0,$327.247,$100.000,Por cada 1 millón de UpFront el asesor gana $100.000 en toda entrega futura (Tope de $2.000.000 al asesor por dpto),NO,"13% descuento sin beneficios

5% bono pie
14% dcto

15% cuotas antes de entrega y 36 cuotas despues de entrega, cuotas con TC sin interés con GETNET (convnio getnet no acepta banco de chile)

Si va con arriendo garantizado el descuento es de 12% (disminuir el descuento en un 2%)
(Reducir bono pie en el mismo %)

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 415,Sin Stock,SI,SI
OK,Norte Verde,Vergara Domeyko,Santiago,Vergara 701,1S2026,Befco,A+,"3,00%","1,50%",N/A,SI,"10,00%","15,00%","0,00%","25,00%",5,5,"2,40%",0,"0,00%",36,"12,60%",UF3.296,$621.718,$0,$453.336,$100.000,Por cada 1 millón de UpFront el asesor gana $100.000 en toda entrega futura (Tope de $2.000.000 al asesor por dpto),NO,"
Bono pie 10%
Descuento 23%

15% cuotas antes de entrega y 36 cuotas despues de entrega, cuotas con TC sin interés con GETNET (convnio getnet no acepta banco de chile)

Si va con arriendo garantizado el descuento es de 23% (disminuir el descuento en un 2%)

Arriendo garantizado XL 2 años SOLO para 1D1B (Cuesta un 6,6%dcto)
(Reducir bono pie en el mismo %)

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [400 - 550],Sin Stock,SI,SI
OK,Norte Verde,Vicuña Mackenna,La florida,"Vicuña MAckenna 6896, La Florida",1S2026,,A+,"3,00%","1,50%",N/A,SI,"10,00%","15,00%","0,00%","24,00%",4,4,"2,10%",0,"0,00%",36,"12,90%",UF2.771,$571.630,$0,$390.160,"$100,000",Por cada 1 millón de UpFront el asesor gana $100.000 en toda entrega futura (Tope de $2.000.000 al asesor por dpto),NO,"24%  Descto  (ya aplicados a nuestros precios especiales) 

10% cuotas antes de entrega y 36 despues de entrega con TC sin interes con GETNET. (convenio Getnet no acepta TC de banco chile)


Promocion adicional como 2 años de AG resta descuento, revisar drive de la inmobiliaria.

Si va con arriendo garantizado el dcto es del 22% (disminuir el descuento en 2%)
(Reducir bono pie en el mismo %)

Arriendo garantizado XL 2 años SOLO para 1D1B (Cuesta un 6,6%dcto)
(Reducir bono pie en el mismo %)
$500.000

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",[495 - 620] Precio lista,Sin Stock,si,SI
OK,Norte Verde,Vista Bulnes,Santiago,Cóndor 1152,Inmediata,San Fernando,A+,"4,00%","2,00%",Pago 4% a la escritura,SI,"15,00%","10,00%","0,00%","20,00%",0,0,#DIV/0!,0,"0,00%",36,"10,00%",UF2.590,$0,$0,$282.742,$100.000,GiftCard $500.000 por unidad para el asesor,NO,"
Bono pie 15%
Descuento 19%

% pie en 36 cuotas con TC sin interés con GETNET (convnio getnet no acepta banco de chile)

Si va con arriendo garantizado el descuento es de 19% (disminuir el descuento en un 8%)
(Reducir bono pie en el mismo %)

Valor de los arriendos en el Drive","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [475 - 600],Sin Stock,SI,SI
ACTUALIZANDO,OHC,Agustinas,Santiago,Agustinas 2420,Inmediata,San Vicente,A+,"4,00%","2,00%","
 4% a la escritura",SI,"10,00%","10,00%","0,00%","5,00%",48,0,"0,00%",48,"10,00%",0,"0,00%",UF2.490,$0,$203.869,$0,$100.000,N/A,SI,"10% bono pie

10 % Pie con TC 48 cuotas con interés o 18 cuotas sin interés

Arriendo garantizado 1 año","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,NO,NO
ACTUALIZANDO,OHC,Casa Bustamante de inmb Exxacon,Ñuñoa,Av. Bustamante 1007,Inmediata,Edco,A+,"4,00%","2,00%", 4% a la escritura,SI,"15,00%","5,00%","0,00%","0,00%",0,0,"0,00%",0,"0,00%",18,"5,00%",,$0,$0,$0,$100.000,N/A,SI,"(Precio cargado sin amoblado)
15% bono pie
5% TC sin interés Transbank

Amoblado solo para Studios y 1D+1B
(aumentar el precio un 1% hacer cotización manual)

Estacionamiento:
Studio y 1D1B No opta
2D+2B y Mariposa opcional

Bodega opcional para toda tipología","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",Tandem UF [400],UF [60 - 72],NO,NO
ACTUALIZANDO,OHC,Claudio Gay,Santiago,Claudio Gay 2534,2S2028,Lo Campino S.A,A+,"3,00%","1,50%",N/A,,"10,00%","10,00%","3,00%","0,00%",30,30,"5,00%",0,"0,00%",18,"2,00%",,$0,$0,$0,$100.000,N/A,SI,"10% Bono pie
3% UpFront
2% Cuoton transbank
5% antes de entrega 30 cuotas","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,NO,NO
DETENIDO,OHC,DO Apartments,Santiago,Dieciocho 728,1S2028,Bravo Izquierdo,A+,"4,00%","2,00%",N/A,SI,"0,00%","16,00%","4,00%","7,00%",78,38,"8,00%",40,"8,00%",0,"0,00%",UF2.990,$247.383,$235.014,$0,$100.000,N/A,SI,"4% UpFront (Puede ser pagado hasta en 48 con TC)
8% en cuotas antes de entrega CD
8% en cuotas después de entrega CD

7% dcto por preventa","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,NO,NO
ACTUALIZANDO,OHC,Mirador Casona / Exacon,La Florida,"Av. Vicuña Mackenna 7197, La Florida",Inmediata,Altius S.A.,A+,"4,00%","2,00%", 4% a la escritura,SI,"15,00%","5,00%","0,00%","0,00%",0,0,"0,00%",0,"0,00%",18,"5,00%",,$0,$0,$0,$100.000,N/A,SI,"15% bono pie
5% TC sin interés Transbank

Estacionamiento obligatorio para tipologias 2D2BM y 2D2BCA","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [390 - 400],UF [70 - 80],NO,NO
ACTUALIZANDO,OHC,Novo Catedral,Santiago,Catedral 1739,Inmediata,Construcciones Benavente limitada,A+,"4,00%","2,00%", 4% a la escritura,,,,,,0,0,"0,00%",0,"0,00%",18,"6,00%",,$0,$0,$0,$100.000,N/A,SI,"14% bono pie
6% TC sin interés Transbank

Estacionamiento obligatorio para tipologias 2D2BM y 2D2BCA","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 490,UF 90,NO,NO
ACTUALIZANDO,Patagonland,Vista Llano,La Cisterna,Briones Luco 0470,2S2027,,B,"3,00%","1,50%",N/A,SI,"10,00%","10,00%","0,00%","5,00%",60,30,"5,00%",30,"5,00%",0,"0,00%",UF2.574,$168.597,$168.597,$0,$100.000,N/A,NO,"


10% Bono pie se aplica a estacionamiento y bodega.

5% de pie en 30 cuotas antes de entrega (Toku o Forpay)

5% post entrega con crédito directo sin interés en 30 cuotas (Toku o Forpay respaldado con pagaré)

Nota: Gasto Comun de 2200 x m2

SOLO se venden las lineas 4, 10 y 13","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ","[310 - 410]
Asignados
(Se pueden Reasignar)","80
Asignados
(Se pueden Reasignar)",SI,SI
ACTUALIZANDO,PAZ CORP,Carrion 2,Independencia,Carrion 1507,Inmediata,,A+,"4,00%","2,00%","3% a la promesa, 1% a la Escritura (si el cliente va con pie CERO, 0% a la promesa y el 4% a la escritura)",NO,"20,00%","8,00%","0,00%","0,00%",0,0,"0,00%",0,"0,00%",36,"8,00%",UF2.653,$0,$0,$231.695,$100.000,N/A,SI,"20% bono pie algunas unidades
% Pie en 36 cuotas con TC (Getnet)

Arriendo Garantizado 2 año (incluye gastos de administración)
(Todas las unidades pueden llevar arriendo garantizado.
Excepto las que tienen 20% bono pie que no tengan ""Flujo de renta en modelo"")

1D1B $450.000
2D1B $500.000
2D2B $600.000 con E y B incluido

Estacionamiento: $40.000
Bodega: $10.000

Estacionamiento
1D1B: No Opta
2D1B: Opcional
2D2B: Obligatorio

Bodega
1D1B: No aplica
2D1B: No aplica
2D2B: Opcional

(Unidades con 12% de bono pie tienen un 14% de descuento máximo al ir sin bono pie)","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [300 - 420],UF 75,NO,SI
DETENIDO,PAZ CORP,Exequiel Fernández,Macúl,"Exequiel Fernández 3430, Macul",2S2026,,A+,"3,00%","1,50%",N/A,NO,"10,00%","3,00%","2,00%","5,00%",14,14,"5,00%",0,"0,00%",30,"3,00%",UF3.420,$480.021,$0,$134.406,$ 100.000,N/A,SI,"

Descuentos ya aplicados al precio de lista

Up Front del 2%
5% de pie antes de entrega en 17 cuotas con TOKU 
3% de cuotón con TC hasta 30 cuotas sin interés.
(Si va sin bono pie se debe entregar como UpFront)

Condiciones de venta:
Bodegas opcionales para 1d1b y obligatorias para 2D y 3D.

Estacionamiento: 
1D1B Opcional
2D2B obligatorio
3D2B obligatorio 2 estacionamientos

Bono pie del 10% NO APLICA para estacionamientos y bodegas.
(seleccionar esta opcion en webcil)

PROMOCIÓN ✨
Estacionamiento a UF100 para unidades de 1D1B","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ","UF [250 - 500]

Tandem + bodega [685 - 745",UF [80],NO,
